jobs_total,jobs_completed,carbon_kg,avg_jct_h,tail_jct_h,preemptions,avg_wait_h,starvation_penalty,policy,noise_pct,congestion,capacity,seed,dirty_quantile,guard_budget_per_hour,carbon_per_completed_job,preempt_per_completed_job,n_carbon,n_avg_jct,n_tail_jct,n_preempt,n_starvation,overall_score
150,92,51.341595533523424,3.5724637681159415,9.158333333333333,0,3.7088888888888882,0.3348554629117952,fcfs,15.0,moderate,6,0,0.9,,0.558060821016559,0.0,1.0,1.0,1.0,0.0,0.0,0.8
150,100,50.307624489111724,3.3774999999999995,8.424999999999999,97,3.4488888888888884,0.36626043376980344,carbon,15.0,moderate,6,0,0.9,,0.5030762448911172,0.97,0.6734214716145401,0.9152234316814667,0.7939110070257618,0.23668,0.4400700889303808,0.6909605832836462
150,132,52.97146399199244,1.2727272727272727,6.558333333333327,42,1.0688888888888888,0.4062190289617853,srtf,15.0,moderate,6,0,0.9,,0.40129896963630635,0.3181818181818182,0.06891971643199057,0.0,0.2693208430913364,0.07763636363636364,1.0,0.18574970573310035
150,131,52.74073108044411,1.7213740458015268,7.541666666666666,165,1.516111111111111,0.3736268798244502,q_overall,15.0,moderate,6,0,0.9,,0.40260100061407716,1.2595419847328244,0.0766530735040282,0.1950861648601311,0.5456674473067934,0.3073282442748092,0.5432942754779893,0.2697958583780812
150,130,52.578001392721895,1.8435897435897433,7.016666666666665,181,1.672222222222222,0.3667450353264862,q_overall_guarded,15.0,moderate,6,0,0.9,,0.4044461645593992,1.3923076923076922,0.08761234551002542,0.24822951325386147,0.3981264637002363,0.33972307692307696,0.44686069068286777,0.251005368742616
150,131,52.50407077886322,1.8193384223918574,6.833333333333333,192,1.5988888888888888,0.3642848680952989,q_overall_guarded_budget,15.0,moderate,6,0,0.9,4.0,0.40079443342643684,1.465648854961832,0.06592304528260398,0.2376842524178859,0.34660421545667724,0.35761832061068705,0.4123869757697991,0.22881550168276693
150,122,52.31710734960458,1.2855191256830603,5.5999999999999845,500,1.9044444444444442,,las_proxy,15.0,moderate,6,0,,,0.4288287487672507,4.098360655737705,0.23243165721424433,0.005562312456856347,0.0,1.0,,
150,112,49.66755148056219,2.486607142857143,7.17916666666666,229,2.225,,ecovisor_proxy,15.0,moderate,6,0,,,0.44346028107644814,2.044642857142857,0.3193350149606186,0.5278343290911324,0.4437939110070263,0.4988928571428572,,
150,128,49.88099368061949,1.6126302083333333,6.874999999999992,398,1.6088888888888888,,gaia_proxy,15.0,moderate,6,0,,,0.38969526312983976,3.109375,0.0,0.14780081817530794,0.35831381733021134,0.7586875000000001,,
150,113,61.664383109093954,3.3893805309734515,8.283333333333331,0,2.57,0.3056296224985914,fcfs,15.0,moderate,8,0,0.9,,0.545702505390212,0.0,1.0,1.0,0.9962311557788947,0.0,0.02558507745968064,0.801804738901747
150,124,60.94278682105712,2.814516129032258,8.29583333333333,122,2.3405555555555555,0.33889498241777793,carbon,15.0,moderate,8,0,0.9,,0.49147408726658964,0.9838709677419355,0.3618735811445703,0.7538906748201155,1.0,0.1933974133158875,0.45407071261232085,0.5798752346984494
150,134,63.53535597263999,1.1629353233830844,6.7374999999999945,35,0.6777777777777777,0.3812780467389583,srtf,15.0,moderate,8,0,0.9,,0.47414444755701485,0.26119402985074625,0.15794912030715139,0.046820561962530205,0.530150753768843,0.05134235220155075,1.0,0.2781517185720592
150,133,62.172848000965374,1.6791979949874682,7.133333333333323,266,1.165,0.3143549362589242,q_overall,15.0,moderate,8,0,0.9,,0.4674650225636494,2.0,0.07934978625847787,0.2678414797564914,0.6494974874371834,0.3931357254290172,0.1379744103147841,0.2777433061914069
150,133,61.897344899458965,1.7286967418546364,7.3166666666666575,275,1.2088888888888887,0.30364333231653345,q_overall_guarded,15.0,moderate,8,0,0.9,,0.46539357067262377,2.0676691729323307,0.05497422409403972,0.28903274355294906,0.7047738693467315,0.4064373101239839,0.0,0.27309766920289585
150,132,61.804190109222205,1.740530303030303,7.35833333333332,273,1.2244444444444444,0.30434840831566523,q_overall_guarded_budget,15.0,moderate,8,0,0.9,4.0,0.46821356143350157,2.0681818181818183,0.08815812780559693,0.2940988943627466,0.717336683417082,0.40653807970500644,0.0090819680909152,0.28940940978565416
150,126,62.775602360251526,1.0535714285714284,4.979166666666666,641,1.2205555555555554,,las_proxy,15.0,moderate,8,0,,,0.4982190663512026,5.087301587301587,0.44124431511484485,0.0,0.0,1.0,,
150,118,59.7326856147941,2.097457627118644,6.545833333333321,201,1.5755555555555554,,ecovisor_proxy,15.0,moderate,8,0,,,0.5062092001253737,1.7033898305084745,0.5352672578432184,0.4469056129089222,0.47236180904522285,0.3348316983526799,,
150,131,60.354558895512476,1.494910941475827,6.458333333333333,481,1.1444444444444444,,gaia_proxy,15.0,moderate,8,0,,,0.46072182362986625,3.6717557251908395,0.0,0.1889450265651197,0.4459798994974878,0.7217491753105238,,
240,104,53.14026482046919,4.153044871794871,10.654166666666665,0,5.333333333333333,0.4132377327218329,fcfs,15.0,high,6,0,0.9,,0.5109640848122038,0.0,1.0,1.0,1.0,0.0,0.0,0.8
240,111,51.41237218889474,3.614864864864865,9.458333333333332,218,5.128125,0.47461911089064124,carbon,15.0,high,6,0,0.9,,0.46317452422427696,1.9639639639639639,0.7995360033935799,0.8239507641033075,0.781416603198782,0.6160788171186784,0.555764945758601,0.7592929891410641
240,203,55.33157878159476,1.0960591133004927,5.1833333333333185,67,1.5722222222222222,0.523682586499044,srtf,15.0,high,6,0,0.9,,0.27256935360391504,0.33004926108374383,0.0,0.0,0.0,0.10353365035729226,1.0,0.11035336503572923
240,194,53.95069530648686,2.0347938144329896,6.833333333333333,295,2.6041666666666665,0.48579182846370234,q_overall,15.0,high,6,0,0.9,,0.2780963675592106,1.5206185567010309,0.023184295757218337,0.3070785326768552,0.30159939070830355,0.4770051278386249,0.6569259975501011,0.2585971273647735
240,194,53.588482876829566,2.0103092783505154,6.862499999999999,287,2.584375,0.4870786441338468,q_overall_guarded,15.0,high,6,0,0.9,,0.2762292931795338,1.4793814432989691,0.015352434833893357,0.29906916069517697,0.3069306930693087,0.46406939555825544,0.6685772028904626,0.2547914408243904
240,194,53.56199028159684,2.0326460481099655,6.833333333333333,296,2.6024305555555554,0.49195813040866326,q_overall_guarded_budget,15.0,high,6,0,0.9,4.0,0.276092733410293,1.5257731958762886,0.014779604349978407,0.3063759561872343,0.30159939070830355,0.4786220943736711,0.712757498376745,0.26122468798600335
240,181,55.91895281699213,1.6095764272559852,5.25,577,2.800347222222222,,las_proxy,15.0,high,6,0,,,0.308944490701614,3.1878453038674035,0.15258364525647802,0.16798158530133592,0.012185833968014873,1.0,,
240,162,50.86337784520753,3.1224279835390942,8.658333333333331,308,3.292361111111111,,ecovisor_proxy,15.0,high,6,0,,,0.3139714681802934,1.9012345679012346,0.1736704262151028,0.6628650017776417,0.635186595582636,0.5964011382844427,,
240,192,53.40830833913383,1.4830729166666667,6.604166666666662,519,2.138541666666667,,gaia_proxy,15.0,high,6,0,,,0.2781682725996554,2.703125,0.023485917525788266,0.12659980580242725,0.2597105864432609,0.8479473570190641,,
240,138,68.00809373373724,3.7934782608695645,9.916666666666666,0,4.073611111111111,0.33979149500662814,fcfs,15.0,high,8,0,0.9,,0.49281227343287853,0.0,1.0,1.0,1.0,0.0,0.0,0.8
240,155,66.8978981314108,3.4284946236559137,9.416666666666666,248,3.6274305555555553,0.4124902803896288,carbon,15.0,high,8,0,0.9,,0.4315993427832955,1.6,0.6149036749351701,0.8629387039716527,0.913978494623656,0.4815047021943574,0.7776364696593808,0.7396607783303277
240,210,70.49085015527362,1.1305555555555555,5.841666666666663,61,1.0888888888888888,0.4332783467933558,srtf,15.0,high,8,0,0.9,,0.3356707150251125,0.2904761904761905,0.011407622284733144,0.0,0.2989247311827957,0.08741603224361846,1.0,0.17251921726057762
240,205,69.17038812770642,1.800813008130081,6.88333333333333,297,1.8503472222222221,0.4019608582703806,q_overall,15.0,high,8,0,0.9,,0.33741652745222644,1.448780487804878,0.02239069306405516,0.25169992776620587,0.4781362007168458,0.43599663582842724,0.6650064910259245,0.2764892773427751
240,205,68.44077070534709,1.8886178861788616,6.916666666666666,261,1.9,0.4061901073400034,q_overall_guarded,15.0,high,8,0,0.9,,0.33385741807486385,1.273170731707317,0.0,0.2846730508213967,0.4838709677419359,0.3831485587583149,0.710245463018168,0.27728185843138464
240,205,68.50382811593472,1.8756097560975606,6.916666666666666,262,1.8888888888888888,0.39975566531929846,q_overall_guarded_budget,15.0,high,8,0,0.9,4.0,0.33416501519968156,1.278048780487805,0.001935122548631196,0.27978814370210914,0.4838709677419359,0.38461656089915136,0.6414182226337782,0.27000200071922836
240,192,69.89129207361489,1.2508680555555556,4.104166666666662,638,1.9881944444444444,,las_proxy,15.0,high,8,0,,,0.36401714621674425,3.3229166666666665,0.18973769674384286,0.04518062043630099,0.0,1.0,,
